商品代码,说明,市场价值,员工数量,板块,交易所,行业,债务股本比(MRQ),市盈率(TTM),股本回报率 (TTM),市净率(FY),aboveMa1,aboveMa2,maxChange
MAA,MID-AMERICA APARTMENT COMMUNITIES,18266400000.0,2530.0,金融,NYSE,房地产投资信托基金,0.77896358,69.76388282,4.36221074,3.1078846,62,78,49
DVN,DEVON ENERGY CORP,17876929000.0,1400.0,能源矿产,NYSE,石油和天然气生产,0.89076125,,-10.46284224,3.41615071,51,3,242
PBA,PEMBINA PIPELINE CORPORATION,17747822330.0,2623.0,工业服务,NYSE,石油和天然气管道,0.80452046,,-1.944976,1.8560465,46,74,66
DRE,DUKE REALTY CORPORATION,17350600000.0,350.0,金融,NYSE,房地产投资信托基金,0.687012,48.16781178,7.06768557,3.34509817,100,86,37
SKM,SK TELECOM ADR EACH REPR 0.11111 KRW500,17318100000.0,5352.0,通讯,NYSE,无线通讯设备,0.52314655,,6.16151386,0.92003822,81,0,72
GME,GAMESTOP CORPORATION,17166407808.0,12000.0,零售行业,NYSE,数码/电器商店,2.39706893,,-40.94638428,31.31616723,80,3,8926
ELAN,ELANCO ANIMAL HEALTH INC,16883688000.0,9400.0,加工制造业,NYSE,农副产品,0.76945173,,-7.79902512,1.97712526,-1,-1,-1
ELAT,ELANCO ANIMAL HEALTH INC,16789099999.999998,9400.0,加工制造业,NYSE,农副产品,0.76945173,,-7.79902512,2.99046459,-1,-1,-1
PPD,PPD INC,16184188700.0,26000.0,商业服务,NASDAQ,杂项商业服务,-7.30088899,86.55288822,,,-1,-1,-1
NLOK,NORTONLIFELOCK INC,16077924630.0,2800.0,科技服务,NASDAQ,套装软件,-7.386,29.35849057,15.56505803,,91,92,54
OSH,OAK STREET HEALTH INC,15588809339.999998,3200.0,健康服务,NYSE,医疗/护理服务,3.70323741,,-104.05472325,36.97725945,-1,-1,-1
AAL,AMERICAN AIRLINES GROUP INC,15329053700.0,102700.0,运输,NASDAQ,航空公司,-6.04455632,,,,48,1,129
WYNN,WYNN RESORTS LTD,15318902099.999998,27500.0,消费者服务,NASDAQ,博彩,-59.49858825,,-263.7514035,,54,42,102
LKQ,LKQ CORPORATION,15280231200.0,44000.0,耐用消费品,NASDAQ,汽车售后,0.7023294,20.05613472,14.04347463,2.6846675,80,47,106
TXT,TEXTRON INC,15219557870.000002,33000.0,电子科技,NYSE,航空航天 & 国防,0.74766511,35.64614975,7.45880312,2.59141829,62,3,126
SJR,SHAW COMMUNICATIONS INC,14838630471.30144,9500.0,消费者服务,NYSE,卫星电视,1.00033129,26.40562356,12.06530612,3.355294,76,56,94
HWM,HOWMET AEROSPACE INC,14775736500.000002,19700.0,非能源矿业,NYSE,铝业,1.32277444,120.82289803,3.26820604,4.15083625,55,76,172
CNP,CENTERPOINT ENERGY INC,14576254560.0,12984.0,公用事业,NYSE,发电厂,1.81688848,23.38709677,10.51893408,2.29754603,62,29,46
CNP/PB,CENTERPOINT ENERGY INC 7.00%MND CNV DEP SHS REP1/20TH PRF SER B,14477600000.0,12984.0,公用事业,NYSE,发电厂,1.81688848,42.33870968,10.51893408,4.15935057,-1,-1,-1
KEP,KOREA ELECTRIC POWER CORP SPON ADR EACH REPR 0.5 KRW5000,14161700000.0,,公用事业,NYSE,发电厂,1.0520588,,2.7873607,0.22200029,54,0,63
UHS,UNIVERSAL HEALTH SERVICES INC.,13649485046.85,89000.0,健康服务,NYSE,医院/护理管理,0.59664512,13.5390535,16.90015931,2.15108928,57,67,82
IPG,INTERPUBLIC GROUP COS INC,13044348159.999998,50200.0,商业服务,NYSE,广告/市场营销服务,1.70806173,29.57314322,16.2064182,4.42479668,59,47,113
ELS,EQUITY LIFESTYLE PROPERTIES INC,13013600000.0,,金融,NYSE,房地产投资信托基金,2.30005535,47.64701956,23.3180182,10.54369919,43,78,24
NLY/PF,ANNALY CAPITAL MANAGEMENT INC 6.95% FXD FLTG CUM RED PFD SR F 30/09/22,12908200000.0,180.0,金融,NYSE,房地产投资信托基金,4.64661102,8.27512955,33.63254222,2.88241625,-1,-1,-1
NLY/PG,ANNALY CAPITAL MANAGEMENT INC 6.50 CUM RED PFD STK FIX FLT SER G USD25,12908200000.0,180.0,金融,NYSE,房地产投资信托基金,4.64661102,8.24616177,33.63254222,2.87232611,-1,-1,-1
NDSN,NORDSON CORP,12540008520.0,7555.0,制造业,NASDAQ,工业机械,0.44457861,41.34820748,17.0521623,7.15961689,99,86,21
IRM,IRON MOUNTAIN INC,12479000000.0,25600.0,金融,NYSE,房地产投资信托基金,10.99157649,38.53080146,31.13418471,10.96052992,67,42,87
CPT,CAMDEN PROPERTY TRUST,12239600000.0,1700.0,金融,NYSE,房地产投资信托基金,0.91176963,111.55626781,3.19122054,3.6251801,60,76,49
RDY,DR REDDYS LABORATORIES ADS EACH REPR 1 ORD INR5,12097700000.0,,健康科技,NYSE,仿制药,0.17320738,46.97791554,11.5925629,,98,81,42
ATH,ATHENE HOLDING LTD,11982020070.0,1350.0,金融,NYSE,专业保险,0.10782068,3.92641004,23.51731483,0.63330384,59,33,113
NCLH,NORWEGIAN CRUISE LINE HLDGS LTD,11723176770.0,34300.0,消费者服务,NYSE,酒店/度假村/游轮,2.83641688,,-80.02212087,2.25593888,48,40,153
CLR,CONTINENTAL RESOURCES INC,11709665100.0,1201.0,能源矿产,NYSE,石油和天然气生产,0.74598556,,-2.37849603,1.87782782,44,0,177
WTRG,ESSENTIAL UTILITIES INC,11699976090.0,3180.0,公用事业,NYSE,供水,1.19673886,28.88929641,8.84505381,2.47597373,64,79,27
BHC,BAUSCH HEALTH COMPANIES INC,11454336160.0,21600.0,健康科技,NYSE,药品：其他,-191.43548387,,-390.03831418,20.7673144,47,42,131
SC,SANTANDER CONSUMER USA HLDGS INC,11439625680.0,5576.0,金融,NYSE,金融/租赁,6.19555869,6.86457774,29.11862201,2.01939358,65,71,135
PNR,PENTAIR PLC,11363230740.0,9750.0,制造业,NYSE,杂项制造,0.46316893,27.56839642,20.3362455,5.38762172,92,38,95
AFG,AMERICAN FINANCIAL GROUP INC OHIO,11085073896.0,6500.0,金融,NYSE,财产/财产保险,0.31652954,7.81913836,22.16160927,1.65021287,55,72,143
DBX,DROPBOX INC,10997195483.52,2760.0,科技服务,NASDAQ,数据处理服务,-29.7626506,,-69.1385559,32.49571465,81,20,56
VER,VEREIT INC,10915800000.0,160.0,金融,NYSE,房地产投资信托基金,0.8627288,53.83050847,3.49996864,1.60252529,55,74,74
JAZZ,JAZZ PHARMACEUTICALS PLC,10825381840.0,1940.0,健康科技,NASDAQ,药品：其他,0.5929169,19.50542214,15.69077118,2.7275529,78,26,71
GFI,GOLD FIELDS LTD SPON ADR EACH REPR 1 ORD ZAR0.50 LVL II,10759100000.0,5641.0,非能源矿业,NYSE,贵金属,0.51091897,14.86569361,22.52787886,2.92151678,75,94,101
JLL,JONES LANG LASALLE INC,10492322400.0,90800.0,金融,NYSE,房地产开发,0.50693825,21.28076558,9.46703006,1.88970069,55,41,132
LAMR,LAMAR ADVERTISING CO,10445600000.0,3300.0,商业服务,NASDAQ,广告/市场营销服务,3.39118431,43.292964,20.80135697,8.66766619,58,74,76
EBR,CENTRAIS ELETR BRAS SA - ELETROBRAS ADR-EACH REPR 1 COM SHS NPV,10426700000.0,12527.0,公用事业,NYSE,发电厂,0.72074977,10.73086616,8.29627661,0.99289266,38,52,78
GPOR,GULFPORT ENERGY CORP,9848199320.0,256.0,能源矿产,NYSE,石油和天然气生产,-0.97243673,,-442.79292621,,-1,-1,-1
PFPT,PROOFPOINT INC,9812594200.0,3658.0,科技服务,NASDAQ,数据处理服务,3.82576474,,-31.73252566,22.11171184,52,70,84
AGNC,AGNC INVESTMENT CORP,9726530000.0,50.0,金融,NASDAQ,房地产投资信托基金,6.18717001,3.35002621,29.58132502,1.04243316,64,49,59
AGNCP,AGNC INVESTMENT CORP 6.125% CUM RED PREF STK SERIES F,9726530000.0,50.0,金融,NASDAQ,房地产投资信托基金,6.18717001,4.5088858,29.58132502,1.4030374,-1,-1,-1
LSPD,LIGHTSPEED POS INC,9407037510.0,1800.0,科技服务,NYSE,套装软件,0.02866592,,-11.13510448,4.83472849,-1,-1,-1
DXC,DXC TECHNOLOGY COMPANY,9399610480.0,138000.0,科技服务,NYSE,数据处理服务,1.30141785,,-39.51680089,1.95720534,52,0,158
PSXP,PHILLIPS 66 PARTNERS LP,9345956200.0,,工业服务,NYSE,石油和天然气管道,1.38240449,18.527032,20.18822661,4.49102631,24,74,106
SYNH,SYNEOS HEALTH INC,9123464160.0,24310.0,商业服务,NASDAQ,杂项商业服务,0.97675197,47.00271754,6.36986007,2.82781187,90,81,73
ICL,ICL GROUP LTD,9104623500.0,11744.0,加工制造业,NYSE,化学品：农业,0.65754083,118.09338407,1.86541673,2.27471778,60,0,147
ARW,ARROW ELECTRONICS INC,9024796080.0,19600.0,配送服务,NYSE,电子经销商,0.43440377,12.7051697,15.2038728,1.79514891,85,42,90
TFII,TFI INTERNATIONAL INC,8835928335.0,16753.0,运输,NYSE,货运,0.88732799,28.59606655,18.27728515,4.81082518,100,42,211
DKS,DICKS SPORTING GOODS INC,8785194607.2,50100.0,零售行业,NYSE,专业商店,1.3466233,15.44035368,26.04931503,3.05555505,100,57,182
CUBE,CUBESMART,8641050000.0,3111.0,金融,NYSE,房地产投资信托基金,1.09672319,49.68713789,9.26014017,4.61996281,82,44,70
MTZ,MASTEC INC,8627541930.0,,工业服务,NYSE,工程建设,0.71988942,23.89802289,18.68582776,4.25412418,60,72,223
VRT,VERTIV HOLDINGS CO,8600894940.0,20972.0,电子科技,NYSE,电子生产设备,3.14477837,99.91766159,15.57608901,16.20960955,-1,-1,-1
PTR,PETROCHINA CO SPON ADS EACH REPR 100 ORD SHS,8557709999.999999,460724.0,能源矿产,NYSE,成品油,0.41333437,27.34996628,1.55346948,0.42025257,30,0,49
SEE,SEALED AIR CORP,8557037000.0,16500.0,加工制造业,NYSE,容器/包装,37.57001972,18.37109413,,50.30977822,88,36,91
ADT,ADT INC,8398034176.0,20500.0,商业服务,NYSE,杂项商业服务,3.24523978,,-12.93206437,2.7630914,88,44,103
JSAIY,J SAINSBURY PLC,8361770000.0,,零售行业,OTC,食品零售,1.11516677,,-4.00406722,,64,22,68
JBL,JABIL INC,8302928400.0,240000.0,电子科技,NYSE,电子元器件,1.4970551,23.09997503,19.23200048,4.60605377,82,70,91
RGLD,ROYAL GOLD INC,8190315460.0,27.0,非能源矿业,NASDAQ,贵金属,0.06336807,30.4630125,11.56361059,3.61281741,-1,-2,-1
KRC,KILROY REALTY CORP,8151500000.0,252.0,金融,NYSE,房地产投资信托基金,0.70508244,12.69726102,12.30322873,1.61483098,33,74,55
BPY,BROOKFIELD PROPERTY PARTNERS LP(BM),8116881770.0,24400.0,金融,NASDAQ,房地产开发,1.36619617,,-6.27590749,0.65017633,63,57,107
BPYPP,BROOKFIELD PROPERTY PARTNERS LP(BM) 6.50% CUM RED PER PREF UNITS CL A SER 1,8073270000.0,24400.0,金融,NASDAQ,房地产开发,1.36619617,,-6.27590749,0.90835008,-1,-1,-1
XLRN,ACCELERON PHARMA,8000787914.0,312.0,健康科技,NASDAQ,生物科技,0.02765681,,-29.16140327,9.19132445,100,60,61
ORI,OLD REPUBLIC INTERNATIONAL CORP,7981402500.0,9000.0,金融,NYSE,财产/财产保险,0.14681629,4.65604102,28.72913882,1.27663884,55,73,101
ACDVF,AIR CANADA,7923447165.749999,,运输,OTC,航空公司,14.10619469,,-189.8160697,5.29786674,48,72,116
FRPT,FRESHPET INC,7890388952.000001,591.0,非耐用消费品,NASDAQ,食品：特色/糖果,0.01116031,,-1.9009878,18.14284534,100,98,146
DNLI,DENALI THERAPEUTICS INC,7864148880.0,291.0,健康科技,NASDAQ,生物科技,0.06133063,282.14753383,7.01026981,6.77178437,100,40,304
PBCTP,PEOPLE'S UNITED FINANCIAL INC PERP PFD SER A FIXED/FLTG RATE,7838460000.0,5987.0,金融,NASDAQ,大银行,0.3186033,20.7583217,7.66041899,1.60901733,84,80,28
BC/PC,BRUNSWICK CORP 6.375% NOTES DUE 15/04/2049 USD25,7690070000.0,14382.0,耐用消费品,NYSE,娱乐产品,0.61463533,4.78957681,32.13522045,1.4749833,-1,-1,-1
BC/PA,BRUNSWICK CORP 6.500% SENIOR NOTES DUE 15/10/2048 USD25,7690070000.0,14382.0,耐用消费品,NYSE,娱乐产品,0.61463533,4.67402408,32.13522045,1.43939804,-1,-1,-1
OLN,OLIN CORP,7605222850.000001,8000.0,加工制造业,NYSE,特种工业品,2.43858305,,-32.43094061,5.19587728,64,0,413
PAA,PLAINS ALL AMERICAN PIPELINE LP,7581588000.0,4400.0,工业服务,NASDAQ,石油和天然气管道,0.98125744,15.80620742,6.90503022,1.03296177,41,14,119
LSI,LIFE STORAGE INC,7509540000.0,2078.0,金融,NYSE,房地产投资信托基金,0.86755822,43.69856887,6.88400282,3.04917913,84,78,68
REXR/PC,REXFORD INDUSTRIAL REALTY INC 5.625% CUM RED PREF STK SER C USD25.00,7413130000.0,147.0,金融,NYSE,房地产投资信托基金,0.35425679,46.15384615,2.80375756,1.20798637,-1,-1,-1
AMC,AMC ENTERTAINMENT HOLDINGS INC,7389090000.0,28468.0,消费者服务,NYSE,电影/娱乐,-4.83152602,,,,37,0,960
CACC,CREDIT ACCEPTANCE CORPORATION,7327844608.0,2033.0,金融,NASDAQ,金融/租赁,1.99004135,10.92455781,32.60684056,3.26133256,48,39,81
SRCL,STERICYCLE INC,7240836837.0,15000.0,工业服务,NASDAQ,环境服务,0.87250898,,-0.47019952,2.95505901,98,52,51
CROX,CROCS INC,7009006480.0,4600.0,非耐用消费品,NASDAQ,服装/鞋类,1.7020179,17.53812267,190.4383001,23.47053768,100,56,264
THC,TENET HEALTHCARE CORP,6916788300.0,110000.0,健康服务,NYSE,医院/护理管理,5.06482713,17.00404858,,240.24547314,78,41,297
OGE,OGE ENERGY CORP,6877978640.0,2360.0,公用事业,NYSE,发电厂,1.32381084,18.22652113,10.36014641,1.85840937,31,73,24
KT,KT CORPORATION SPON ADR EACH REP 1/2 ORD SHS KRW5000,6868320000.0,22720.0,通讯,NYSE,主要电信,0.54399733,,4.47291272,0.53249694,58,0,58
ELY,CALLAWAY GOLF COMPANY,6866104960.0,4200.0,耐用消费品,NYSE,娱乐产品,0.7306901,68.10195018,5.33449384,4.91755051,86,47,151
HQY,HEALTHEQUITY INC,6670993770.0,3001.0,金融,NASDAQ,投资经理,0.77968823,690.04366812,0.73340935,4.42222294,57,29,97
SGMS,SCIENTIFIC GAMES CORP,6658226190.0,9000.0,消费者服务,NASDAQ,博彩,-3.67671559,,,,79,41,415
CHH,CHOICE HOTELS INTERNATIONAL INC,6615056942.0,1498.0,消费者服务,NYSE,酒店/度假村/游轮,55.59558097,156.09530113,,,80,75,56
SNX,SYNNEX CORP,6563969998.0,280000.0,配送服务,NYSE,电子经销商,0.79966543,13.15952433,16.35128303,1.47758985,95,66,162
FR,FIRST INDUSTRIAL REALTY TRUST,6548080000.0,153.0,金融,NYSE,房地产投资信托基金,0.82141417,30.03257329,11.79232967,3.43936517,93,76,42
JHG,JANUS HENDERSON GROUP PLC,6487254000.0,2053.0,金融,NYSE,投资经理,0.06716081,12.10466807,12.27900924,1.4129913,88,42,106
NTNX,NUTANIX INC,6459902760.0,6170.0,科技服务,NASDAQ,套装软件,-1.5306306,,,,59,17,72
ACC,AMERICAN CAMPUS COMMUNITIES INC,6436960000.0,2988.0,金融,NYSE,房地产投资信托基金,1.32873282,1164.33915212,0.16785378,2.06213706,58,68,55
STAA,STAAR SURGICAL CO,6378671502.000001,575.0,健康科技,NASDAQ,医学专业,0.04729288,591.94122885,5.8231327,31.31123295,100,48,239
NCR,NCR CORP,6351268000.0,36000.0,电子科技,NYSE,计算机处理硬件,2.84777859,,0.0,5.94623627,54,71,205
EGP,EASTGROUP PROPERTIES INC,6323400000.0,80.0,金融,NYSE,房地产投资信托基金,0.98878188,55.54188491,9.25713593,4.93758024,89,76,43
DEI,DOUGLAS EMMETT INC,6076560000.0,700.0,金融,NYSE,房地产投资信托基金,1.19852731,177.31694828,2.67599503,2.49326466,35,73,54
SWAV,SHOCKWAVE MEDICAL INC,6006948101.0,449.0,健康科技,NASDAQ,医学专业,0.1819793,,-36.92157078,27.07991017,-1,-1,-1
VVV,VALVOLINE INC,5904953580.0,8800.0,加工制造业,NYSE,化学品：多元化,-36.75,17.89340102,,,86,66,83
CC,THE CHEMOURS COMPANY LLC,5844723060.0,6500.0,加工制造业,NYSE,特种工业品,4.97065728,26.82888785,28.57142857,6.97819719,98,0,170
ESI,ELEMENT SOLUTIONS INC,5693985570.0,4400.0,加工制造业,NYSE,化学品：多元化,0.64502939,37.95972708,6.70895938,2.42967161,96,39,130
ASH,ASHLAND GLOBAL HOLDINGS INC,5656855302.0,4500.0,加工制造业,NYSE,化学品：特种,0.57835581,37.10878059,5.05166475,1.80039608,87,37,49
SRC,SPIRIT REALTY CAPITAL INC,5415860000.0,82.0,金融,NYSE,房地产投资信托基金,0.86180191,166.17283951,0.8942079,1.57464682,52,76,67
SEM,SELECT MEDICAL HOLDINGS CORP,5404347120.0,49600.0,健康服务,NYSE,医院/护理管理,2.51640869,16.79251759,31.27287536,4.9770476,83,56,197
PGNY,PROGYNY INC,5400043300.0,210.0,商业服务,NASDAQ,杂项商业服务,0.05052053,102.52202453,37.80155508,30.72900487,-1,-1,-1
NOMD,NOMAD FOODS LIMITED,5381156250.0,4890.0,非耐用消费品,NYSE,食品：特色/糖果,0.8208757,22.45608942,9.84177622,2.06569911,100,63,50
WCC,WESCO INTERNATIONAL INC,5350959975.0,18000.0,配送服务,NYSE,批发分销商,1.47144283,71.52614875,4.46327875,1.55223332,81,24,242
BB,BLACKBERRY LTD,5345107360.0,3497.0,科技服务,NYSE,套装软件,0.56050532,,-56.38556648,3.22985082,59,0,465
FEYE,FIREEYE INC,5281556750.0,3400.0,科技服务,NASDAQ,IT服务,0.92874052,,-20.47465453,6.93529083,72,29,106
CHX,CHAMPIONX CORPORATION,5261014200.0,6600.0,加工制造业,NASDAQ,化学品：特种,0.64179802,,-10.27077957,3.07137496,47,4,275
SLG,SL GREEN RLTY CORP,5258520000.0,794.0,金融,NYSE,房地产投资信托基金,1.07753465,23.56543573,4.13090912,1.12469648,52,31,93
RYN,RAYONIER INC,5217800000.0,413.0,金融,NYSE,房地产投资信托基金,0.71110121,237.23135272,1.56321027,3.50535049,79,32,74
WEN,WENDYS COMPANY (THE),5213004450.0,14000.0,消费者服务,NASDAQ,餐厅,7.0042196,36.44801007,29.79336036,9.45475023,82,83,26
HLI,HOULIHAN LOKEY INC,5026125975.2,1574.0,金融,NYSE,投资银行/经纪商,0.12672661,16.04614809,26.41710548,3.59232973,100,85,41
IMAB,I MAB SPON ADS EACH REP 2.3 ORD SHS,5013330000.0,228.0,健康科技,NASDAQ,药品:专业,0.00241686,,24.00885897,5.82642697,-1,-1,-1
IGT,INTERNATIONAL GAME TECHNOLOGY PLC,4982122240.0,11048.0,消费者服务,NYSE,博彩,5.21110394,,-39.70493706,6.24536806,67,31,209
LEGN,LEGEND BIOTECH CORP SPON ADS EACH REP 2 ORD SHS,4864000000.0,882.0,健康科技,NASDAQ,药品:专业,0.01517551,,-1697.02349316,17.35560723,-1,-1,-1
HL,HECLA MINING CO,4718204310.000001,1600.0,非能源矿业,NYSE,贵金属,0.3100445,255.97667638,1.14532146,2.74219038,100,51,222
HIW,HIGHWOODS PROPERTIES INC,4671070000.0,359.0,金融,NYSE,房地产投资信托基金,1.00787261,22.02109394,8.93453881,2.02186169,51,60,58
SGRY,SURGERY PARTNERS INC,4634844382.0,10800.0,健康服务,NASDAQ,医院/护理管理,1.71902655,,-15.4649358,23.51528908,98,41,446
RPD,RAPID7 INC,4627612200.0,1847.0,科技服务,NASDAQ,IT服务,-11.55353647,,-127.79113662,59.87180236,91,68,96
CELH,CELSIUS HOLDINGS INC,4620609696.0,154.0,非耐用消费品,NASDAQ,饮料:非酒精饮料,0.00966926,545.68439407,9.8136157,43.3532818,100,62,705
TIGO,MILLICOM INTERNATIONAL CELLULAR,4579138300.0,21419.0,通讯,NASDAQ,无线通讯设备,2.85612472,,-7.92079208,2.244974,-1,-1,-1
UNVR,UNIVAR SOLUTIONS INC,4578849000.0,9457.0,配送服务,NYSE,批发分销商,1.4352595,73.26679255,3.55795755,2.5655243,58,35,73
WTS,WATTS WATER TECHNOLOGIES INC,4565881164.0,4465.0,制造业,NYSE,工业机械,0.18368479,36.26268428,12.1034651,4.16686441,81,77,79
NEA,NUVEEN AMT-FREE QUALITY MUNICIPAL,4548350000.0,,其他,NYSE,投资信托/互惠基金,0.57645159,25.96006144,3.88115734,0.98123715,100,81,16
GRA,GRACE(W.R.)& CO,4528296859.999999,4000.0,加工制造业,NYSE,化学品：特种,6.61271489,184.97297297,7.21090429,19.57682703,55,16,75
MAKSF,MARKS & SPENCER GROUP PLC,4496412609.2,,零售行业,OTC,百货公司,1.79048911,,-6.61598864,,52,3,105
HRB,BLOCK(H & R) INC,4494045870.0,80500.0,消费者服务,NYSE,其他消费者服务,-5.2399379,62.72008165,,66.59622314,49,24,104
CEF,SPROTT PHYSICAL GOLD AND SILVER TR,4427680000.0,,其他,NYSE ARCA,投资信托/互惠基金,0.0,5.58241636,21.95947836,1.00697414,89,97,34
HPP,HUDSON PAC PPTYS INC,4314180000.0,375.0,金融,NYSE,房地产投资信托基金,0.97360405,,-0.10636437,1.24945899,38,73,53
MAKSY,MARKS & SPENCER GROUP PLC,4308740000.0,75505.0,零售行业,OTC,百货公司,1.5124424,,-5.43786817,0.92737015,53,4,114
CDNA,CAREDX INC,4293934459.999999,475.0,健康科技,NASDAQ,医学专业,0.04585343,,-4.73984605,14.36698211,100,27,216
ITRI,ITRON INC,4283083740.000001,6749.0,电子科技,NASDAQ,电子设备/仪器,0.78805946,,-5.49367987,4.58949162,58,77,122
CWK,CUSHMAN AND WAKEFIELD PLC,4230831800.0,50000.0,金融,NYSE,房地产开发,3.29725334,,-16.67503767,3.83688766,-1,-1,-1
HWCPZ,HANCOCK WHITNEY CORPORATION 6.25% SUBORDINATED NOTES DUE 15/06/2060,4171630000.0,3986.0,金融,NASDAQ,地区银行,0.63697214,14.47517804,4.92424137,0.70738658,-1,-1,-1
PDCE,PDC ENERGY INC,4106700060.0,520.0,能源矿产,NASDAQ,石油和天然气生产,0.56229407,,-9.85274182,1.50790171,53,0,287
LGF.A,LIONS GATE ENTERTAINMENT CORP,4078070540.000001,1443.0,消费者服务,NYSE,电影/娱乐,1.13370312,,-0.94235734,1.52457395,70,0,179
PSLV,SPROTT PHYSICAL SILVER TRUST,4037680000.0,,其他,NYSE ARCA,投资信托/互惠基金,0.0,3.11934619,31.29894259,1.04299866,100,78,65
ANAT,AMERICAN NATIONAL GROUP INC,3996752550.0,4600.0,金融,NASDAQ,多元化保险,0.06183035,4.64332264,14.17773243,0.61698924,52,4,136
SUM,SUMMIT MATERIALS INC,3975050939.999999,6000.0,非能源矿业,NYSE,建筑材料,1.22299016,23.37514253,10.75578228,2.3482346,60,68,146
BSMX,BANCO SANTANDER MEXICO SA SPON ADS EACH REPR 5 ORD SHS SERIES B,3967290000.0,21183.0,金融,NYSE,地区银行,3.77254053,,9.9569295,0.51399009,55,38,102
COMM,COMMSCOPE HOLDINGS CO INC,3965254970.0,30000.0,电子科技,NASDAQ,电信设备,7.75336108,,-36.03355894,10.61910989,53,0,154
VIAV,VIAVI SOLUTIONS INC,3955454700.0,3600.0,科技服务,NASDAQ,IT服务,0.82655827,53.15707621,10.03560153,5.47724811,61,72,52
HGV,HILTON GRAND VACATIONS INC,3951194218.0,6700.0,金融,NYSE,房地产开发,5.19512195,,-46.35193133,10.55950572,55,57,148
BRFS,BRF SA SPON ADR (EACH REP 1 COM SHS BRL0.00),3917380000.0,,非耐用消费品,NYSE,食品：肉/鱼/乳制品,3.16951895,14.59085439,20.06990073,2.36995773,30,64,70
SWTX,SPRINGWORKS THERAPEUTICS INC,3912622725.0,78.0,健康科技,NASDAQ,药品:专业,0.00425475,,-14.25362854,6.72185541,-1,-1,-1
GOLF,ACUSHNET HOLDINGS CORP,3905389447.0,5365.0,耐用消费品,NYSE,娱乐产品,0.32384444,22.3853211,17.77284567,3.85333271,100,80,63
ARNC,ARCONIC CORPORATION,3888530880.000001,13400.0,非能源矿业,NYSE,铝业,1.16375839,,-6.40984137,2.66192555,-1,-1,-1
MED,MEDIFAST INC,3887278772.0,713.0,消费者服务,NYSE,其他消费者服务,0.0586308,30.69678603,87.83433693,24.30371256,100,4,240
CUK,CARNIVAL PLC ADS EACH REP 1 ORD USD1.66,3867750000.0,,消费者服务,NYSE,酒店/度假村/游轮,1.65189522,,-51.81960411,1.2913932,40,6,138
AJRD,AEROJET ROCKETDYNE HLDGS INC,3865731912.000001,4969.0,电子科技,NYSE,航空航天 & 国防,1.90902527,31.6935911,27.54531215,15.31428352,45,77,66
BOSSY,HUGO BOSS AG,3861110000.0,13759.0,非耐用消费品,OTC,服装/鞋类,1.57942708,,-23.75717831,4.19974708,49,0,145
QFIN,360 DIGITECH INC SPON ADS EACH REP 2 ORD SHS CL A,3834540000.0,1643.0,金融,NASDAQ,金融/租赁,0.01970238,8.77171742,41.02582172,2.64510182,-1,-1,-1
AR,ANTERO RESOURCES CORPORATION,3828104680.0,522.0,能源矿产,NYSE,石油和天然气生产,0.82192661,,-15.15260771,0.57202855,97,4,455
CIXX,CI FINANCIAL CORP,3748420900.0,,金融,NYSE,投资经理,1.42930256,10.26227152,31.66860332,3.12292675,-1,-1,-1
ENBL,ENABLE MIDSTREAM PARTNERS LP,3722295639.999999,1706.0,工业服务,NYSE,石油和天然气管道,0.58390196,38.96888063,1.93370166,0.5448434,50,0,141
NVG,NUVEEN AMT-FREE MUNICIPAL CREDIT IN,3721190000.0,,其他,NYSE,投资信托/互惠基金,0.59139489,41.16119896,2.56374588,1.04049581,89,77,21
AQUA,EVOQUA WATER TECHNOLOGIES CORP,3708507000.0,4020.0,工业服务,NYSE,环境服务,1.80076969,56.65098777,13.59837314,7.35536605,99,73,86
NSIT,INSIGHT ENTERPRISE INC,3685403574.0,11006.0,科技服务,NASDAQ,IT服务,0.525104,20.18879774,14.35406623,2.68993428,77,62,137
SFBS,SERVISFIRST BANCSHARES INC,3678064968.0,493.0,金融,NASDAQ,地区银行,0.96561231,19.65483062,19.48824088,3.6649172,93,43,120
COKE,COCA-COLA CONSOLIDATED INC,3673748469.48,15800.0,非耐用消费品,NASDAQ,饮料:非酒精饮料,1.97905692,17.04328595,45.68520013,6.98453896,68,46,81
DDD,3 D SYSTEMS INC,3672718500.0,1995.0,制造业,NYSE,工业机械,0.13056198,,-17.9726168,7.77260309,51,16,1090
SXT,SENSIENT TECHNOLOGIES CORP,3669041044.0,3948.0,配送服务,NYSE,批发分销商,0.57289828,30.37800929,13.61383563,3.90816381,76,26,80
OSTK,OVERSTOCK COM INC DEL,3661151858.0,1750.0,零售行业,NASDAQ,互联网零售,0.12677418,40.86911267,39.3010184,8.98754242,100,19,525
NAD,NUVEEN QUALITY MUNICIPAL INCOME FD,3636450000.0,,其他,NYSE,投资信托/互惠基金,0.62866802,,-0.61492971,,100,79,17
LGF.B,LIONS GATE ENTERTAINMENT CORP,3622494330.0,1443.0,消费者服务,NYSE,电影/娱乐,1.13370312,,-0.94235734,1.36031287,70,0,167
SIM,GRUPO SIMEC SAB DE CV ADR(EACH REP 3 B ORD NPV),3616340000.0,,制造业,NYSE ARCA,金属加工,0.0001744,14.55522169,14.55966978,1.96158346,62,57,307
